instance_id,node_id,x,y,cpu,memory,neighbors
55,40,0.730957,0.537502,0.7080,0.6953,2;7;19;35;37;42;49
55,41,0.625961,0.964582,0.4253,0.5256,6;9;22;26;36;47
55,42,0.927803,0.508217,0.2000,0.5015,5;18;24;35;37;40;45;49
55,43,0.815319,0.851401,0.5591,0.6736,4;9;20;22;32;33;39;44
55,44,0.970508,0.928076,0.2776,0.5208,4;20;32;33;39;43
55,45,0.894164,0.304114,0.5262,0.5011,3;5;37;42
55,46,0.138241,0.757833,0.5913,0.7282,8;17;29;30;34
55,47,0.451291,0.880177,0.2100,0.3551,6;26;36;41
55,48,0.356051,0.513145,0.4836,0.7944,8;10;11;23;34
55,49,0.927102,0.571088,0.7023,0.4671,5;18;24;35;37;40;42
56,0,0.694767,0.351261,0.7084,0.7877,11;13;17;19;41;43
56,1,0.070384,0.078606,0.1120,0.4848,35;37;44
56,2,0.682766,0.061867,0.5130,0.4376,13;18;27;31;45
56,3,0.832524,0.537817,0.6688,0.7950,16;36;41
56,4,0.771292,0.807504,0.2023,0.7248,16;24;30;36;39
56,5,0.207142,0.314388,0.2383,0.5573,7;8;14;21;25;33;37;38;44
56,6,0.410790,0.709357,0.8534,0.4665,15;22;23;24;26;29;32;34;40;42
56,7,0.125763,0.514668,0.7285,0.2082,5;8;9;10;12;14;21;33
56,8,0.259905,0.372388,0.7415,0.4677,5;7;12;14;21;25;33;37;38
56,9,0.055811,0.485508,0.8954,0.4451,7;10;12;33
56,10,0.049152,0.594117,0.3105,0.2985,7;9;12;20;33
56,11,0.651327,0.301133,0.7496,0.2457,0;13;17;19;41;43;45
56,12,0.135887,0.530353,0.6844,0.7517,7;8;9;10;21;33;34
56,13,0.580364,0.178928,0.1428,0.5173,0;2;11;18;43;45
56,14,0.293317,0.376336,0.2830,0.6558,5;7;8;21;25;38
56,15,0.375045,0.865184,0.4830,0.3368,6;22;23;24;26;29;32;40;42;46;47
56,16,0.785517,0.740560,0.3766,0.5532,3;4;24;30;36;39
56,17,0.556752,0.434908,0.4087,0.6515,0;11;41;43;48
56,18,0.497503,0.050002,0.1385,0.5325,2;13;45;49
56,19,0.789178,0.262131,0.8790,0.5813,0;11;31;43;45
56,20,0.014355,0.790503,0.3948,0.3588,10;26;28
56,21,0.310742,0.423591,0.5112,0.3859,5;7;8;12;14;25;34;38
56,22,0.364188,0.756266,0.1987,0.5345,6;15;23;24;26;29;32;34;40;42;46
56,23,0.339917,0.892464,0.7009,0.5021,6;15;22;26;28;29;32;40;42;46;47
56,24,0.571210,0.782517,0.8029,0.4172,4;6;15;16;22;29;32;36;40;42;47
56,25,0.308521,0.318932,0.7019,0.7700,5;8;14;21;37;38
56,26,0.220733,0.781259,0.1377,0.6055,6;15;20;22;23;28;29;32;34;42
56,27,0.805265,0.028891,0.4434,0.3833,2;31;45
56,28,0.130856,0.857037,0.3939,0.5913,20;23;26
56,29,0.369530,0.798930,0.3708,0.2874,6;15;22;23;24;26;32;34;40;42;46;47
56,30,0.875886,0.783279,0.2574,0.7280,4;16;36;39
56,31,0.854288,0.184325,0.1891,0.7667,2;19;27;45
56,32,0.418734,0.700598,0.2233,0.6278,6;15;22;23;24;26;29;34;40;42;48
56,33,0.054192,0.396490,0.4580,0.6619,5;7;8;9;10;12;38
56,34,0.334002,0.608240,0.5918,0.6419,6;12;21;22;26;29;32;42;48
56,35,0.228902,0.053699,0.8817,0.6093,1;37;44;49
56,36,0.694793,0.675268,0.5966,0.6894,3;4;16;24;30;41
56,37,0.160264,0.186738,0.1679,0.4630,1;5;8;25;35;38;44
56,38,0.174908,0.294112,0.7188,0.6585,5;8;14;21;25;33;37;44
56,39,0.963279,0.798192,0.2943,0.3761,4;16;30
56,40,0.428182,0.881354,0.6132,0.6454,6;15;22;23;24;29;32;42;46;47
56,41,0.693950,0.473948,0.4914,0.2184,0;3;11;17;36;43;48
56,42,0.401236,0.763809,0.7941,0.5331,6;15;22;23;24;26;29;32;34;40;46;47
56,43,0.613273,0.390144,0.4036,0.3018,0;11;13;17;19;41;48
56,44,0.103656,0.176878,0.1582,0.4848,1;5;35;37;38
56,45,0.709141,0.099915,0.6714,0.5930,2;11;13;18;19;27;31
56,46,0.372509,0.972412,0.1486,0.7081,15;22;23;29;40;42;47
56,47,0.503360,0.956545,0.5854,0.4322,15;23;24;29;40;42;46
56,48,0.533409,0.517070,0.2976,0.2250,17;32;34;41;43
56,49,0.388245,0.059969,0.3632,0.5812,18;35
57,0,0.558030,0.520039,0.2304,0.5360,2;19;21;22
57,1,0.635279,0.118313,0.3625,0.6327,29;39;40;47;49
57,2,0.529139,0.682128,0.7300,0.2030,0;3;7;13;22;24;31;32
57,3,0.640839,0.781589,0.1712,0.5121,2;7;13;22;24;28;32;42
57,4,0.072648,0.030635,0.8563,0.6901,14;18;35
57,5,0.802851,0.428754,0.2462,0.6133,11;12;15;17;26;36;38;41
57,6,0.363021,0.843893,0.6737,0.3442,7;13;20;32;34;46
57,7,0.569350,0.896792,0.2090,0.4518,2;3;6;13;24;28;32;46
57,8,0.023374,0.594702,0.4116,0.7604,25;43;44
57,9,0.126504,0.943268,0.8394,0.6769,10;16;20;30;48
57,10,0.132701,0.881180,0.3985,0.4889,9;16;20;25;30;34;43;48
57,11,0.764001,0.358507,0.1471,0.4109,5;17;26;36;38;41
57,12,0.849270,0.631060,0.5500,0.6188,5;15;22;26;42
57,13,0.577312,0.831037,0.8590,0.2549,2;3;6;7;22;24;28;32;46
57,14,0.186772,0.014693,0.5595,0.7848,4;18;35
57,15,0.977778,0.553296,0.5883,0.7063,5;12;17;26;42
57,16,0.005844,0.943608,0.8087,0.2655,9;10;30;43;48
57,17,0.897322,0.368544,0.7530,0.2517,5;11;15;26;36;38;41
57,18,0.139200,0.072840,0.2487,0.2485,4;14;35
57,19,0.460986,0.335614,0.8041,0.6463,0;21;29;47;49
57,20,0.314355,0.957337,0.2819,0.6902,6;9;10;30;32;46;48
57,21,0.460571,0.456918,0.7352,0.2319,0;19;31;37
57,22,0.706066,0.670964,0.5556,0.3198,0;2;3;12;13;24;26;42
57,23,0.137970,0.296798,0.1263,0.2425,35;44
57,24,0.602123,0.784058,0.4442,0.3883,2;3;7;13;22;28;32
57,25,0.096572,0.672974,0.1118,0.7742,8;10;27;34;43;48
57,26,0.834786,0.551426,0.3051,0.6204,5;11;12;15;17;22;36;41;42
57,27,0.280331,0.608552,0.8904,0.2520,25;31;34;37
57,28,0.592221,0.939965,0.5033,0.6711,3;7;13;24;32;46
57,29,0.435742,0.177026,0.5494,0.3963,1;19;35;47;49
57,30,0.140913,0.943025,0.3344,0.6864,9;10;16;20;48
57,31,0.334267,0.587635,0.2127,0.5405,2;21;27;34;37
57,32,0.449279,0.811163,0.4747,0.5559,2;3;6;7;13;20;24;28;34;46
57,33,0.881641,0.913413,0.5585,0.7191,42;45
57,34,0.264334,0.731411,0.4297,0.2789,6;10;25;27;31;32;48
57,35,0.266401,0.131890,0.3057,0.7739,4;14;18;23;29;47;49
57,36,0.823307,0.346611,0.7128,0.4481,5;11;17;26;38;40;41
57,37,0.293648,0.486107,0.6862,0.7756,21;27;31
57,38,0.835008,0.318960,0.7344,0.5088,5;11;17;36;39;40;41
57,39,0.779502,0.126419,0.2130,0.4845,1;38;40
57,40,0.844922,0.141536,0.7438,0.6866,1;36;38;39
57,41,0.844564,0.367169,0.1661,0.7410,5;11;17;26;36;38
57,42,0.830505,0.710307,0.6803,0.2424,3;12;15;22;26;33;45
57,43,0.018062,0.734317,0.3063,0.2272,8;10;16;25;48
57,44,0.063369,0.399298,0.3814,0.5369,8;23
57,45,0.925341,0.898476,0.5886,0.3331,33;42
57,46,0.410009,0.950639,0.2465,0.4810,6;7;13;20;28;32
57,47,0.459358,0.211272,0.3374,0.7825,1;19;29;35;49
57,48,0.136012,0.847618,0.7269,0.6370,9;10;16;20;25;30;34;43
57,49,0.470003,0.177625,0.4503,0.5144,1;19;29;35;47
58,0,0.186770,0.947025,0.3717,0.3418,5;13;35;37;49
58,1,0.702456,0.149452,0.5280,0.6850,2;3;4;11;27;33;36;42;47;48
58,2,0.789277,0.307715,0.5831,0.3296,1;23;36;38;46
58,3,0.856011,0.069744,0.5380,0.4253,1;4;11;23;36;47
58,4,0.737229,0.031948,0.8541,0.5051,1;3;11;36;47;48
58,5,0.039834,0.895030,0.5655,0.7395,0;13;32;35;49
58,6,0.421755,0.676767,0.7430,0.3657,14;16;28;41;43;45
58,7,0.356169,0.005619,0.8692,0.3866,10;12;22;27;48
58,8,0.764305,0.541014,0.1427,0.2576,9;21;38;40;46
58,9,0.913524,0.510437,0.5111,0.3009,8;17;18;38;39
58,10,0.242976,0.151467,0.7032,0.2975,7;12;22
58,11,0.902853,0.088386,0.1432,0.5307,1;3;4;23;36;47
58,12,0.392582,0.219944,0.5920,0.5220,7;10;27;33;42
58,13,0.136081,0.927518,0.6002,0.7032,0;5;32;35;37;49
58,14,0.281590,0.678338,0.2829,0.5975,6;16;20;32;35;41;43;44;45
58,15,0.957688,0.923530,0.2244,0.3512,19;25;39
58,16,0.456539,0.754237,0.3219,0.4924,6;14;34;37;41;45
58,17,0.996022,0.556484,0.3230,0.3269,9;18;38;39
58,18,0.982022,0.451148,0.2053,0.6496,9;17;23;38
58,19,0.857210,0.860704,0.5199,0.2658,15;24;25;39
58,20,0.087727,0.593419,0.4372,0.7721,14;29;30;32;35;44
58,21,0.593597,0.423498,0.3879,0.5615,8;28;38;40;46
58,22,0.167487,0.046426,0.2570,0.2061,7;10
58,23,0.953251,0.240269,0.2012,0.5764,2;3;11;18
58,24,0.671036,0.882305,0.1104,0.2217,19;25
58,25,0.797340,0.884744,0.2663,0.2304,15;19;24;39
58,26,0.141465,0.370044,0.8497,0.6175,30;31
58,27,0.520661,0.077738,0.2752,0.2787,1;7;12;33;42;47;48
58,28,0.461944,0.463367,0.6736,0.4988,6;21;43
58,29,0.024664,0.595838,0.7804,0.2763,20;30;32;35;44
58,30,0.001097,0.444918,0.8006,0.3462,20;26;29;31;44
58,31,0.090834,0.344252,0.6743,0.2249,26;30
58,32,0.162103,0.713694,0.7215,0.2784,5;13;14;20;29;35;44;45
58,33,0.550731,0.180933,0.1748,0.4013,1;12;27;36;42;47;48
58,34,0.431449,0.957435,0.1376,0.3521,16;37;41
58,35,0.098975,0.795262,0.2576,0.6093,0;5;13;14;20;29;32;44;45;49
58,36,0.725557,0.170917,0.7599,0.4067,1;2;3;4;11;33;47;48
58,37,0.352572,0.910386,0.7344,0.3385,0;13;16;34;41;45
58,38,0.785676,0.522254,0.7625,0.4742,2;8;9;17;18;21;40;46
58,39,0.909861,0.722789,0.3847,0.7419,9;15;17;19;25
58,40,0.686395,0.565543,0.1768,0.5224,8;21;38;46
58,41,0.433735,0.772803,0.2056,0.2426,6;14;16;34;37;45
58,42,0.503133,0.211436,0.1183,0.2971,1;12;27;33;48
58,43,0.371428,0.550238,0.5786,0.4494,6;14;28;45
58,44,0.081553,0.588541,0.8068,0.6115,14;20;29;30;32;35
58,45,0.312947,0.749625,0.6938,0.4818,6;14;16;32;35;37;41;43
58,46,0.690267,0.470445,0.4025,0.5649,2;8;21;38;40
58,47,0.703978,0.094196,0.7885,0.2955,1;3;4;11;27;33;36;48
58,48,0.556013,0.044457,0.6993,0.5185,1;4;7;27;33;36;42;47
58,49,0.050344,0.992415,0.1955,0.6711,0;5;13;35
59,0,0.263671,0.842147,0.7676,0.7090,11;15;16;24;42
59,1,0.741874,0.821178,0.5232,0.4434,8;10;29;31;32;35;39;48
59,2,0.066881,0.387099,0.3991,0.6313,3;5;20;25;26;37
59,3,0.162202,0.567489,0.3958,0.4801,2;5;16;20;21
59,4,0.801458,0.203024,0.6822,0.7497,12;19;28;36;38;44
59,5,0.118515,0.486848,0.5510,0.3611,2;3;16;20;21;25;37
59,6,0.501087,0.366892,0.3647,0.4721,7;13;14;17;19;22;33;41;46
59,7,0.557180,0.368574,0.5695,0.7369,6;13;14;17;19;22;33;46
59,8,0.841239,0.841435,0.7380,0.3610,1;10;18;31;34;43;48
59,9,0.907411,0.460505,0.7177,0.7409,28
59,10,0.753143,0.890925,0.6086,0.7682,1;8;29;31;32;35;48
59,11,0.383165,0.700426,0.3884,0.3440,0;15;16;39
59,12,0.929862,0.084113,0.3966,0.4833,4;36;38;44
59,13,0.512145,0.393716,0.7858,0.4358,6;7;14;17;22;33;46
59,14,0.361671,0.303197,0.8450,0.5568,6;7;13;17;20;22;27;30;37;40;41;46;47
59,15,0.286940,0.763067,0.5022,0.7774,0;11;16;24
59,16,0.254736,0.656027,0.1509,0.3252,0;3;5;11;15
59,17,0.440975,0.431485,0.3243,0.2474,6;7;13;14;20;22;33;41
59,18,0.979697,0.684858,0.3746,0.4220,8;48
59,19,0.604659,0.188565,0.5284,0.7450,4;6;7;27;46
59,20,0.224720,0.416832,0.5581,0.7552,2;3;5;14;17;22;25;26;37;40;41;47
59,21,0.008536,0.647223,0.8495,0.7502,3;5
59,22,0.376929,0.453615,0.3451,0.2525,6;7;13;14;17;20;33;37;41
59,23,0.129476,0.168943,0.3734,0.6563,25;26;30;37;40;47;49
59,24,0.134690,0.882064,0.5768,0.3939,0;15;42
59,25,0.117471,0.295518,0.8520,0.5454,2;5;20;23;26;30;37;40;47
59,26,0.146858,0.216442,0.4177,0.7065,2;20;23;25;30;37;40;41;47;49
59,27,0.410936,0.137445,0.2454,0.7121,14;19;30;40;41;45;46;47;49
59,28,0.828749,0.343523,0.2916,0.4719,4;9;44
59,29,0.654546,0.695426,0.8847,0.2820,1;10;31;35;39;48
59,30,0.266555,0.151306,0.3944,0.6304,14;23;25;26;27;37;40;41;45;47;49
59,31,0.679178,0.850150,0.8898,0.3594,1;8;10;29;32;35;39;48
59,32,0.636232,0.954960,0.4078,0.7599,1;10;31;35
59,33,0.533801,0.492992,0.3287,0.7986,6;7;13;17;22;39
59,34,0.986329,0.950371,0.8629,0.5904,8;43
59,35,0.617699,0.739905,0.5668,0.3487,1;10;29;31;32;39;48
59,36,0.930305,0.147519,0.8178,0.7646,4;12;38;44
59,37,0.240102,0.311135,0.7533,0.3806,2;5;14;20;22;23;25;26;30;40;41;47
59,38,0.820661,0.084635,0.3534,0.3854,4;12;36;44
59,39,0.600785,0.682698,0.6747,0.2335,1;11;29;31;33;35
59,40,0.263670,0.201013,0.5533,0.3320,14;20;23;25;26;27;30;37;41;45;47;49
59,41,0.338835,0.239422,0.7163,0.3356,6;14;17;20;22;26;27;30;37;40;45;46;47;49
59,42,0.133978,0.965694,0.8688,0.6084,0;24
59,43,0.989324,0.947235,0.1145,0.5205,8;34
59,44,0.974108,0.186659,0.6490,0.2732,4;12;28;36;38
59,45,0.365633,0.057603,0.8521,0.6932,27;30;40;41;47;49
59,46,0.531629,0.224913,0.8358,0.2853,6;7;13;14;19;27;41
59,47,0.260742,0.202307,0.1962,0.4210,14;20;23;25;26;27;30;37;40;41;45;49
59,48,0.815237,0.808917,0.5392,0.2554,1;8;10;18;29;31;35
59,49,0.240886,0.078686,0.8460,0.3685,23;26;27;30;40;41;45;47
60,0,0.156418,0.362748,0.6548,0.7366,6;9;25;28;34;44;47
60,1,0.969461,0.279360,0.7653,0.6691,2;11;24;27;40
60,2,0.896261,0.432946,0.2804,0.3360,1;16;31;40
60,3,0.905844,0.797510,0.4415,0.5044,10;16;18;19;29;33;39
60,4,0.259762,0.844142,0.8776,0.4817,20;26;30;36;37;42
60,5,0.650487,0.678713,0.1733,0.2294,8;18;31;39;45;46
60,6,0.048609,0.497220,0.8809,0.2273,0;9;25;28;47
60,7,0.642816,0.163601,0.2500,0.5643,11;15;22;24;32;35;38;43;48
60,8,0.648105,0.815868,0.7303,0.2725,5;10;18;19;39;41;45
60,9,0.025315,0.529037,0.5045,0.2950,0;6;47
60,10,0.796633,0.875312,0.7828,0.4287,3;8;18;19;33;39;41;45
60,11,0.820356,0.222564,0.1789,0.4948,1;7;24;27;40;43
60,12,0.444710,0.452966,0.2248,0.2599,13;21;35;49
60,13,0.577305,0.400305,0.6158,0.7713,12;35;38;40;43
60,14,0.323914,0.188300,0.8844,0.3334,15;34;44
60,15,0.468031,0.111475,0.8702,0.6067,7;14;22;32;38;43;48
60,16,0.911027,0.645705,0.6057,0.3097,2;3;29;31
60,17,0.046641,0.763192,0.1717,0.7154,20;30;36;37
60,18,0.700266,0.815291,0.6330,0.7051,3;5;8;10;19;39;41;45
60,19,0.813671,0.932429,0.4478,0.6245,3;8;10;18;33;39;41
60,20,0.062882,0.927572,0.3097,0.7157,4;17;30;36
60,21,0.367488,0.649077,0.7235,0.4871,12;26;37;46;47;49
60,22,0.658285,0.045630,0.3594,0.6523,7;15;32;38;43;48
60,23,0.025317,0.151983,0.2048,0.3259,25;28;34;44
60,24,0.856335,0.178181,0.8759,0.3300,1;7;11;27;40;43
60,25,0.128024,0.309189,0.6527,0.2917,0;6;23;28;34;44
60,26,0.319789,0.662568,0.8618,0.7518,4;21;36;37;46;47;49
60,27,0.945363,0.119915,0.5067,0.5808,1;11;24
60,28,0.026470,0.301124,0.7035,0.3752,0;6;23;25;34
60,29,0.967660,0.692300,0.8977,0.4077,3;16;33
60,30,0.123418,0.918473,0.8923,0.7148,4;17;20;36;37
60,31,0.763064,0.529087,0.5529,0.6304,2;5;16;40
60,32,0.627547,0.086845,0.6320,0.6112,7;15;22;38;43;48
60,33,0.993455,0.908433,0.7882,0.3072,3;10;19;29
60,34,0.198459,0.198116,0.8667,0.4430,0;14;23;25;28;44
60,35,0.622434,0.351064,0.4016,0.6926,7;12;13;38;40;43
60,36,0.154175,0.775565,0.5943,0.7958,4;17;20;26;30;37
60,37,0.176010,0.720846,0.2689,0.5937,4;17;21;26;30;36;47
60,38,0.600933,0.186487,0.8202,0.3453,7;13;15;22;32;35;43;48
60,39,0.726254,0.855945,0.8177,0.6742,3;5;8;10;18;19;41;45
60,40,0.784093,0.343969,0.4830,0.6792,1;2;11;13;24;31;35;43
60,41,0.719136,0.966360,0.1533,0.5887,8;10;18;19;39;45
60,42,0.352249,0.893251,0.5253,0.3629,4;46
60,43,0.659274,0.213209,0.6469,0.4951,7;11;13;15;22;24;32;35;38;40;48
60,44,0.234631,0.168976,0.1836,0.3418,0;14;23;25;34
60,45,0.639937,0.770858,0.4885,0.3892,5;8;10;18;39;41;46
60,46,0.442694,0.699311,0.7854,0.7699,5;21;26;42;45
60,47,0.190104,0.522212,0.7177,0.5919,0;6;9;21;26;37;49
60,48,0.607924,0.001424,0.3592,0.2081,7;15;22;32;38;43
60,49,0.363591,0.473681,0.6280,0.3319,12;21;26;47
61,0,0.420128,0.605439,0.6209,0.6265,3;14;27;45;47
61,1,0.477028,0.935179,0.8177,0.5414,3;4;18;20;24;31;47
61,2,0.988327,0.669008,0.3245,0.6520,7;11;25
61,3,0.533179,0.770537,0.8674,0.2918,0;1;4;14;20;24;27;31;46;47
61,4,0.522385,0.858134,0.7438,0.2538,1;3;20;24;31;46;47
61,5,0.269609,0.249177,0.6301,0.4924,16;17;22;32;33;34;35;42;44
61,6,0.103611,0.007976,0.8114,0.2386,16;35
61,7,0.894216,0.571007,0.3108,0.7961,2;11;25
61,8,0.129089,0.691272,0.3417,0.7049,9;12;19;21;23;38;39;40
61,9,0.115144,0.478737,0.1468,0.3370,8;10;12;17;19;32;39;41;42;44
61,10,0.043352,0.326823,0.7352,0.7008,9;35;41;42
61,11,0.899238,0.518572,0.8578,0.2980,2;7;13;25
61,12,0.192716,0.630297,0.7521,0.5657,8;9;17;19;21;23;38;39;41;44
61,13,0.784369,0.370544,0.3243,0.4345,11;25;37
61,14,0.472618,0.585605,0.2449,0.6510,0;3;27;29;45
61,15,0.859144,0.125661,0.6839,0.6523,37;48
61,16,0.244434,0.042911,0.7070,0.3194,5;6;22
61,17,0.278138,0.432837,0.2068,0.7964,5;9;12;32;33;34;41;42;44
61,18,0.304387,0.928900,0.5989,0.3403,1;24;38;40;47
61,19,0.148382,0.610938,0.2090,0.2807,8;9;12;21;23;39;41;42;44
61,20,0.566574,0.822961,0.4210,0.7949,1;3;4;24;27;31;46;47
61,21,0.141435,0.737297,0.2724,0.7267,8;12;19;23;38;39;40
61,22,0.355771,0.136360,0.2838,0.3317,5;16;33
61,23,0.114799,0.733839,0.3029,0.4811,8;12;19;21;38;39;40
61,24,0.461471,0.858472,0.1542,0.6154,1;3;4;18;20;31;47
61,25,0.864319,0.528765,0.6363,0.4567,2;7;11;13
61,26,0.594906,0.190315,0.4650,0.7597,36;43
61,27,0.582350,0.628004,0.1086,0.7135,0;3;14;20;29;45;46
61,28,0.839583,0.963842,0.2136,0.4870,30;46;49
61,29,0.555377,0.430244,0.5880,0.6505,14;27;36;45
61,30,0.806164,0.922698,0.3522,0.7392,28;31;46;49
61,31,0.609484,0.944382,0.1453,0.3668,1;3;4;20;24;30;46;49
61,32,0.261091,0.360496,0.3962,0.2336,5;9;17;33;34;41;42;44
61,33,0.298345,0.259375,0.8532,0.3038,5;17;22;32;34;35;42;44
61,34,0.327256,0.387886,0.2847,0.5490,5;17;32;33;36;41;42;44
61,35,0.084642,0.222822,0.7157,0.6896,5;6;10;33;42
61,36,0.542040,0.370987,0.2365,0.2174,26;29;34;45
61,37,0.885018,0.296623,0.3167,0.7507,13;15
61,38,0.183567,0.828814,0.7339,0.2280,8;12;18;21;23;39;40;47
61,39,0.157571,0.670749,0.5321,0.4751,8;9;12;19;21;23;38;40;41
61,40,0.135732,0.857975,0.8572,0.6797,8;18;21;23;38;39
61,41,0.194903,0.457519,0.7476,0.6783,9;10;12;17;19;32;34;39;42;44
61,42,0.183112,0.406577,0.8338,0.2098,5;9;10;17;19;32;33;34;35;41;44
61,43,0.656023,0.018717,0.4634,0.2978,26;48
61,44,0.231991,0.450762,0.2307,0.6782,5;9;12;17;19;32;33;34;41;42
61,45,0.579446,0.504435,0.3341,0.7286,0;14;27;29;36
61,46,0.693146,0.800996,0.1468,0.6886,3;4;20;27;28;30;31;49
61,47,0.396245,0.821554,0.6778,0.7498,0;1;3;4;18;20;24;38
61,48,0.831195,0.032670,0.3072,0.7299,15;43
61,49,0.791470,0.988577,0.4701,0.6657,28;30;31;46
62,0,0.502203,0.518565,0.7109,0.2658,1;5;6;8;10;20;27;28;34;46
62,1,0.508575,0.580111,0.3614,0.5338,0;5;6;8;10;20;27;28;34;46
62,2,0.330594,0.270962,0.1468,0.3856,13;16;18;22;25;27;33;36;44
62,3,0.020810,0.166210,0.3445,0.2801,13;25;32;36;38
62,4,0.860181,0.613850,0.7695,0.2006,8;14;20;26;30;43;46;47
62,5,0.377523,0.507487,0.7357,0.3066,0;1;6;10;27;34;44
62,6,0.349361,0.612077,0.8425,0.7493,0;1;5;10;27;28;34
62,7,0.874956,0.189466,0.4983,0.5830,15;19;21;24;40;41;42
62,8,0.681871,0.496835,0.4844,0.6991,0;1;4;12;20;26;46;47
62,9,0.623914,0.903774,0.5166,0.6656,17;31;37;39;45;48
62,10,0.397261,0.634661,0.8678,0.5827,0;1;5;6;27;28;34
62,11,0.209203,0.947629,0.3254,0.7221,17
62,12,0.597733,0.316532,0.6991,0.6650,8;24;40
62,13,0.233171,0.184987,0.1950,0.4612,2;3;16;18;22;25;33;36;38;44;49
62,14,0.921282,0.474165,0.2034,0.3777,4;46;47
62,15,0.794790,0.160018,0.2442,0.5663,7;19;21;24;40;41;42
62,16,0.358693,0.153611,0.6719,0.4617,2;13;18;22;33;35;36;44;49
62,17,0.418361,0.885822,0.2159,0.2451,9;11;28;39;48
62,18,0.349290,0.083715,0.2464,0.3834,2;13;16;22;33;35;36;44;49
62,19,0.809521,0.133821,0.1512,0.3706,7;15;21;24;40;41;42
62,20,0.654120,0.572705,0.5894,0.5191,0;1;4;8;26;34;37;46;47
62,21,0.927446,0.150909,0.7367,0.2677,7;15;19;24;41;42
62,22,0.285838,0.071336,0.6862,0.7626,2;13;16;18;33;36;49
62,23,0.924061,0.955050,0.8336,0.5410,43
62,24,0.768605,0.218366,0.7895,0.7195,7;12;15;19;21;40;41;42
62,25,0.151635,0.317746,0.1720,0.7176,2;3;13;29;32;33;36;38
62,26,0.757451,0.701131,0.4572,0.6952,4;8;20;30;37;43;45;46;47
62,27,0.402223,0.435892,0.4250,0.5656,0;1;2;5;6;10;33;44
62,28,0.463272,0.720202,0.8814,0.3666,0;1;6;10;17;34;37;39
62,29,0.154169,0.408606,0.6525,0.2579,25;32;38
62,30,0.826668,0.722720,0.2287,0.6190,4;26;37;43;46;47
62,31,0.664080,0.953955,0.1887,0.5297,9;37;39;45;48
62,32,0.042745,0.376983,0.1456,0.7251,3;25;29;38
62,33,0.335224,0.259209,0.4378,0.2126,2;13;16;18;22;25;27;36;44
62,34,0.514372,0.646307,0.6506,0.3009,0;1;5;6;10;20;28;37;39
62,35,0.551225,0.097096,0.1017,0.2032,16;18;40
62,36,0.204763,0.106969,0.8490,0.6488,2;3;13;16;18;22;25;33;49
62,37,0.654701,0.760283,0.5314,0.3160,9;20;26;28;30;31;34;39;43;45
62,38,0.040447,0.272611,0.4168,0.7238,3;13;25;29;32
62,39,0.534433,0.850991,0.1031,0.5791,9;17;28;31;34;37;45;48
62,40,0.704372,0.157034,0.3613,0.3077,7;12;15;19;24;35;41;42
62,41,0.818922,0.083708,0.2954,0.5177,7;15;19;21;24;40;42
62,42,0.850504,0.094361,0.2880,0.6259,7;15;19;21;24;40;41
62,43,0.828836,0.782111,0.8483,0.5319,4;23;26;30;37;45
62,44,0.372113,0.296073,0.2295,0.4508,2;5;13;16;18;27;33
62,45,0.662746,0.883436,0.7483,0.3025,9;26;31;37;39;43;48
62,46,0.711229,0.538326,0.7227,0.6604,0;1;4;8;14;20;26;30;47
62,47,0.869730,0.543440,0.1500,0.4707,4;8;14;20;26;30;46
62,48,0.535785,0.991434,0.5272,0.4593,9;17;31;39;45
62,49,0.297954,0.008436,0.7581,0.6538,13;16;18;22;36
63,0,0.933562,0.857795,0.6026,0.2054,2;8;9
63,1,0.177310,0.555810,0.4555,0.3787,14;16;17;21;27;46
63,2,0.889535,0.882014,0.2092,0.7170,0;4;8;9;20;22
63,3,0.501602,0.892957,0.1180,0.3609,4;6;12;18;39;47
63,4,0.673175,0.882764,0.4801,0.6589,2;3;12;18;20;22;39;47
63,5,0.203847,0.814557,0.4296,0.5542,6;13;14;16;28;46
63,6,0.407509,0.746984,0.8976,0.2378,3;5;7;25;26;27;49
63,7,0.505658,0.635000,0.4503,0.5712,6;25;26;27;32;33;49
63,8,0.883273,0.963475,0.4875,0.5375,0;2;9;39
63,9,0.913051,0.750043,0.5426,0.5572,0;2;8;20;22;31;36;44
63,10,0.767964,0.177033,0.3456,0.6078,15;30;38;40
63,11,0.454876,0.247832,0.3039,0.4112,19;29;30;32;33;34;37;38;41;43
63,12,0.552150,0.965132,0.5942,0.5426,3;4;18;39;47
63,13,0.108660,0.973147,0.4245,0.2452,5;28
63,14,0.189872,0.663824,0.5072,0.6816,1;5;16;17;25;27;46
63,15,0.791102,0.201125,0.7416,0.7082,10;30;38;40
63,16,0.225609,0.608774,0.1900,0.4772,1;5;14;17;21;25;26;27;46
63,17,0.099149,0.540564,0.3312,0.4750,1;14;16;21;45;46
63,18,0.508102,0.970816,0.8550,0.4060,3;4;12;39;47
63,19,0.349328,0.186835,0.4189,0.5489,11;29;34;41;43
63,20,0.737173,0.728323,0.7467,0.2641,2;4;9;22;31;36;44;47;49
63,21,0.063301,0.476871,0.4047,0.6658,1;16;17;45;46;48
63,22,0.708247,0.764254,0.5270,0.3591,2;4;9;20;31;36;47;49
63,23,0.940975,0.019785,0.3528,0.6754,40
63,24,0.952668,0.482278,0.2333,0.5840,35;36;42;44
63,25,0.385643,0.650643,0.7450,0.7255,6;7;14;16;26;27;33;46;49
